,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,profit_per
876,238.0,88.0,91.0,591.0,4000.0,31051126.0,36877,6254,0.0,101.0,55000000.0,2012.0,796.0,6.7,0,-23948874.0,56.45659272727273
877,264.0,141.0,16000.0,539.0,11000.0,35707327.0,199056,12840,0.0,387.0,55000000.0,2008.0,963.0,7.8,14000,-19292673.0,64.92241272727273
878,47.0,107.0,99.0,581.0,18000.0,20550712.0,40346,31014,1.0,95.0,50000000.0,1996.0,11000.0,5.6,1000,-29449288.0,41.101423999999994
879,50.0,116.0,12000.0,552.0,22000.0,18573791.0,38533,24618,3.0,89.0,55000000.0,1996.0,617.0,5.8,0,-36426209.0,33.77052909090909
880,153.0,143.0,541.0,530.0,18000.0,51225796.0,96654,20660,0.0,2047.0,70000000.0,2004.0,893.0,7.4,0,-18774204.0,73.17970857142856
881,202.0,114.0,159.0,877.0,13000.0,16264475.0,54787,16899,1.0,216.0,55000000.0,2007.0,2000.0,6.9,0,-38735525.0,29.571772727272727
882,178.0,93.0,45.0,352.0,9000.0,25857987.0,110614,10185,0.0,532.0,62000000.0,2005.0,460.0,5.5,0,-36142013.0,41.70643064516129
883,84.0,280.0,33.0,67.0,789.0,12870569.0,13215,1671,0.0,497.0,56000000.0,2003.0,640.0,6.3,953,-43129431.0,22.983158928571427
884,44.0,100.0,0.0,745.0,995.0,11466088.0,8983,3952,0.0,84.0,71000000.0,1997.0,879.0,4.7,316,-59533912.0,16.14941971830986
885,93.0,107.0,11.0,506.0,939.0,16088610.0,10417,3742,2.0,39.0,55000000.0,2009.0,605.0,5.6,610,-38911390.0,29.252018181818183
886,277.0,119.0,33.0,518.0,3000.0,51178893.0,24285,6089,4.0,110.0,50000000.0,2014.0,2000.0,6.4,10000,1178893.0,102.357786
887,76.0,95.0,906.0,287.0,956.0,6768055.0,11148,2260,0.0,229.0,57000000.0,2004.0,579.0,4.2,437,-50231945.0,11.873780701754386
888,197.0,119.0,59.0,676.0,2000.0,39440655.0,61680,4315,1.0,222.0,55000000.0,2010.0,828.0,6.4,19000,-15559345.0,71.71028181818183
889,186.0,133.0,0.0,46.0,226.0,6167817.0,62607,405,1.0,239.0,47000000.0,2004.0,52.0,7.7,0,-40832183.0,13.123014893617022
892,224.0,117.0,0.0,845.0,12000.0,81645152.0,158267,15371,1.0,559.0,54000000.0,2002.0,919.0,6.7,0,27645152.0,151.19472592592592
893,202.0,123.0,125.0,835.0,10000.0,69951824.0,232710,14727,1.0,599.0,55000000.0,2008.0,3000.0,7.7,26000,14951824.0,127.18513454545455
894,279.0,92.0,394.0,565.0,13000.0,9483821.0,39247,25418,3.0,131.0,55000000.0,2012.0,11000.0,5.7,10000,-45516179.0,17.24331090909091
895,110.0,170.0,0.0,889.0,14000.0,66676062.0,267980,16949,1.0,545.0,54000000.0,1990.0,1000.0,7.6,0,12676062.0,123.47418888888888
896,190.0,123.0,488.0,2000.0,5000.0,26838389.0,58658,12700,0.0,495.0,57000000.0,2005.0,4000.0,6.4,0,-30161611.0,47.08489298245614
897,136.0,110.0,94.0,240.0,277.0,75604320.0,68417,847,1.0,195.0,54000000.0,2006.0,245.0,5.6,0,21604320.0,140.008
898,121.0,116.0,44.0,420.0,593.0,108200000.0,76331,2908,4.0,269.0,54000000.0,1980.0,467.0,6.8,0,54200000.0,200.37037037037035
899,131.0,121.0,102.0,43.0,117.0,5660084.0,41620,286,0.0,418.0,54000000.0,2003.0,62.0,2.4,2000,-48339916.0,10.481637037037036
900,127.0,128.0,234.0,581.0,14000.0,7221458.0,20740,27614,0.0,178.0,55000000.0,2006.0,12000.0,6.2,0,-47778542.0,13.129923636363635
901,160.0,99.0,309.0,577.0,23000.0,70327868.0,58416,26527,0.0,301.0,46000000.0,2000.0,1000.0,5.9,0,24327868.0,152.8866695652174
902,78.0,94.0,383.0,753.0,4000.0,58297830.0,86347,6017,1.0,191.0,50000000.0,1997.0,808.0,7.1,0,8297830.0,116.59566
903,209.0,127.0,1000.0,653.0,1000.0,57386369.0,224013,2601,1.0,2319.0,52500000.0,2001.0,691.0,7.6,10000,4886369.0,109.30736952380953
904,98.0,89.0,17.0,303.0,12000.0,45207112.0,21283,13390,1.0,190.0,53000000.0,2001.0,708.0,5.5,361,-7792888.0,85.29643773584905
905,391.0,123.0,108.0,3000.0,40000.0,62563543.0,115216,63769,7.0,289.0,53000000.0,2015.0,19000.0,7.0,44000,9563543.0,118.04442075471697
906,279.0,135.0,16000.0,310.0,23000.0,33574332.0,101221,24468,0.0,415.0,90000000.0,2006.0,638.0,7.1,0,-56425668.0,37.30481333333333
907,216.0,118.0,473.0,963.0,18000.0,73343413.0,217480,22517,0.0,429.0,50000000.0,2009.0,1000.0,7.4,21000,23343413.0,146.686826
908,250.0,189.0,0.0,1000.0,16000.0,25031037.0,155496,22186,0.0,532.0,53000000.0,2007.0,3000.0,7.6,0,-27968963.0,47.22837169811321
909,78.0,172.0,438.0,466.0,852.0,22843047.0,6082,2397,1.0,207.0,55000000.0,1998.0,637.0,5.9,853,-32156953.0,41.53281272727273
910,106.0,124.0,161.0,681.0,21000.0,5755286.0,18310,26334,1.0,63.0,55000000.0,2007.0,3000.0,5.9,672,-49244714.0,10.464156363636363
911,194.0,141.0,14000.0,3000.0,29000.0,164435221.0,525801,48153,0.0,667.0,52000000.0,2002.0,15000.0,8.0,15000,112435221.0,316.2215788461539
912,558.0,157.0,0.0,304.0,1000.0,95720716.0,216032,2759,0.0,640.0,40000000.0,2012.0,1000.0,7.4,39000,55720716.0,239.30178999999998
913,183.0,106.0,235.0,931.0,4000.0,118683135.0,102167,8315,1.0,483.0,52000000.0,2006.0,957.0,5.8,0,66683135.0,228.2367980769231
914,238.0,108.0,58.0,838.0,14000.0,143704210.0,145974,26002,1.0,611.0,52000000.0,2008.0,11000.0,6.3,10000,91704210.0,276.35425
915,186.0,125.0,0.0,11000.0,14000.0,110476776.0,95437,45696,12.0,211.0,52000000.0,2010.0,12000.0,5.7,9000,58476776.0,212.45533846153845
916,144.0,107.0,422.0,379.0,631.0,80270227.0,66382,2297,5.0,612.0,50000000.0,2005.0,534.0,5.1,0,30270227.0,160.540454
917,156.0,215.0,0.0,463.0,648.0,36385763.0,138941,1937,0.0,1448.0,52000000.0,1998.0,568.0,7.6,0,-15614237.0,69.97262115384615
918,215.0,118.0,71.0,634.0,16000.0,37035845.0,136680,28045,2.0,149.0,52000000.0,2011.0,10000.0,6.4,13000,-14964155.0,71.22277884615384
919,140.0,118.0,869.0,21.0,134.0,34580635.0,100743,209,1.0,549.0,52000000.0,1999.0,27.0,7.4,0,-17419365.0,66.50122115384616
920,133.0,178.0,17000.0,574.0,22000.0,42438300.0,333542,24183,2.0,533.0,52000000.0,1995.0,721.0,8.2,11000,-9561700.0,81.61211538461538
921,203.0,92.0,180.0,75.0,211.0,23324666.0,97775,488,1.0,211.0,52000000.0,2010.0,135.0,6.5,0,-28675334.0,44.855126923076924
922,127.0,104.0,13.0,343.0,961.0,23020488.0,42324,2422,3.0,180.0,52000000.0,2003.0,691.0,5.5,846,-28979512.0,44.27016923076923
923,155.0,116.0,101.0,79.0,889.0,90567722.0,185878,1711,1.0,481.0,51000000.0,2000.0,624.0,6.5,0,39567722.0,177.58376862745098
924,98.0,90.0,176.0,523.0,677.0,72601713.0,21396,2055,1.0,155.0,51000000.0,2006.0,560.0,5.6,605,21601713.0,142.3563
926,299.0,130.0,129.0,12000.0,21000.0,296623634.0,220758,64040,2.0,919.0,50000000.0,2009.0,17000.0,4.6,13000,246623634.0,593.247268
927,212.0,90.0,80.0,21.0,145.0,267652016.0,467113,275,1.0,945.0,60000000.0,2001.0,50.0,7.9,0,207652016.0,446.08669333333336
928,413.0,106.0,53.0,593.0,13000.0,62453315.0,200035,14607,2.0,407.0,50200000.0,2011.0,963.0,7.1,36000,12253315.0,124.40899402390437
929,67.0,155.0,58.0,720.0,25000.0,165500000.0,145257,38518,0.0,322.0,48000000.0,1991.0,11000.0,6.9,0,117500000.0,344.79166666666663
930,109.0,139.0,488.0,597.0,10000.0,153620822.0,189923,12182,0.0,318.0,50000000.0,1996.0,743.0,7.3,0,103620822.0,307.241644
931,457.0,112.0,3000.0,1000.0,15000.0,218628680.0,471644,21773,1.0,623.0,50000000.0,2012.0,3000.0,7.0,74000,168628680.0,437.25736
932,156.0,139.0,274.0,285.0,625.0,147637474.0,224671,1474,0.0,470.0,50000000.0,1997.0,440.0,7.7,11000,97637474.0,295.274948
933,55.0,115.0,293.0,878.0,49000.0,135014968.0,80580,74382,1.0,375.0,50000000.0,1998.0,22000.0,6.7,0,85014968.0,270.02993599999996
934,272.0,143.0,285.0,7000.0,11000.0,2175312.0,131227,28176,2.0,346.0,50000000.0,2013.0,8000.0,6.3,41000,-47824688.0,4.350624
935,117.0,96.0,65.0,828.0,12000.0,126203320.0,110432,26826,1.0,309.0,50000000.0,2002.0,11000.0,5.8,0,76203320.0,252.40664
936,539.0,112.0,14000.0,417.0,1000.0,126975169.0,287822,3388,0.0,849.0,50000000.0,2011.0,560.0,7.1,37000,76975169.0,253.95033800000002
937,169.0,131.0,0.0,658.0,8000.0,125548685.0,135246,10003,0.0,498.0,52000000.0,2000.0,883.0,7.3,0,73548685.0,241.43977884615384
938,140.0,116.0,80.0,651.0,11000.0,105807520.0,156717,14087,2.0,357.0,50000000.0,2003.0,1000.0,6.4,0,55807520.0,211.61504
939,330.0,112.0,97.0,584.0,17000.0,191616238.0,258186,19428,2.0,322.0,50000000.0,2014.0,920.0,7.1,24000,141616238.0,383.232476
940,120.0,123.0,277.0,4000.0,11000.0,105264608.0,239752,25697,0.0,406.0,60000000.0,1994.0,10000.0,7.6,11000,45264608.0,175.44101333333333
941,190.0,104.0,235.0,1000.0,14000.0,97680195.0,271691,29505,1.0,243.0,70000000.0,2008.0,11000.0,6.8,0,27680195.0,139.5431357142857
942,177.0,107.0,43.0,569.0,12000.0,126088877.0,33354,14569,2.0,110.0,50000000.0,2016.0,919.0,6.6,10000,76088877.0,252.177754
943,65.0,124.0,0.0,701.0,8000.0,91030827.0,46482,9988,2.0,252.0,50000000.0,1998.0,818.0,6.7,0,41030827.0,182.061654
944,145.0,96.0,51.0,322.0,8000.0,150315155.0,54010,10886,2.0,130.0,50000000.0,2015.0,2000.0,6.1,13000,100315155.0,300.63030999999995
945,321.0,125.0,252.0,10000.0,40000.0,127997349.0,101178,62837,1.0,779.0,50000000.0,2014.0,11000.0,6.0,90000,77997349.0,255.994698
946,230.0,129.0,0.0,277.0,18000.0,88504640.0,273108,19148,2.0,646.0,45000000.0,2006.0,412.0,7.6,0,43504640.0,196.67697777777778
947,143.0,90.0,241.0,416.0,1000.0,81517441.0,111368,3148,1.0,394.0,50000000.0,1999.0,495.0,7.1,0,31517441.0,163.034882
948,55.0,109.0,155.0,293.0,426.0,81022333.0,34471,1761,0.0,147.0,50000000.0,1995.0,387.0,5.0,0,31022333.0,162.044666
950,279.0,121.0,295.0,329.0,12000.0,79948113.0,186879,13421,0.0,791.0,50000000.0,2009.0,748.0,6.2,0,29948113.0,159.89622599999998
951,143.0,95.0,9.0,11000.0,14000.0,88658172.0,58412,37967,2.0,242.0,50000000.0,2006.0,11000.0,5.6,2000,38658172.0,177.31634400000002
953,310.0,118.0,43.0,7000.0,33000.0,84244877.0,375456,57426,7.0,292.0,50000000.0,2011.0,15000.0,7.4,44000,34244877.0,168.489754
954,116.0,80.0,12.0,58.0,13000.0,75367693.0,58961,13430,0.0,232.0,35000000.0,2004.0,258.0,5.0,795,40367693.0,215.3362657142857
955,105.0,99.0,148.0,660.0,2000.0,73701902.0,27548,6729,1.0,209.0,60000000.0,2004.0,843.0,5.2,0,13701902.0,122.83650333333334
956,419.0,133.0,152.0,11000.0,22000.0,75605492.0,283563,53094,1.0,312.0,50000000.0,2011.0,18000.0,7.6,27000,25605492.0,151.210984
957,64.0,127.0,249.0,808.0,18000.0,67823573.0,91176,30383,3.0,130.0,50000000.0,1995.0,11000.0,6.6,0,17823573.0,135.64714600000002
958,359.0,106.0,174.0,660.0,14000.0,91439400.0,200647,16967,0.0,384.0,50000000.0,2014.0,664.0,7.0,24000,41439400.0,182.8788
959,166.0,98.0,99.0,433.0,12000.0,67128202.0,43328,14007,3.0,110.0,65000000.0,2009.0,536.0,5.7,0,2128202.0,103.27415692307693
960,525.0,132.0,160.0,443.0,20000.0,70496802.0,791783,22417,1.0,2042.0,54000000.0,2005.0,979.0,8.2,48000,16496802.0,130.54963333333333
961,165.0,114.0,71.0,55.0,154.0,60470220.0,81444,428,2.0,192.0,50000000.0,2003.0,131.0,6.2,955,10470220.0,120.94044
963,87.0,78.0,5.0,1000.0,8000.0,58336565.0,12845,11124,0.0,118.0,50000000.0,2006.0,2000.0,6.6,624,8336565.0,116.67312999999999
964,117.0,101.0,23.0,541.0,660.0,66002004.0,36431,2177,1.0,168.0,50000000.0,2005.0,651.0,4.7,1000,16002004.0,132.004008
965,113.0,113.0,39.0,477.0,1000.0,54997476.0,40362,3341,0.0,248.0,50000000.0,2001.0,912.0,6.3,970,4997476.0,109.994952
966,349.0,98.0,75.0,467.0,10000.0,55682070.0,159868,11946,2.0,304.0,50000000.0,2013.0,520.0,6.1,45000,5682070.0,111.36413999999999
967,152.0,124.0,213.0,372.0,838.0,52752475.0,63067,2583,0.0,533.0,50000000.0,2002.0,593.0,6.7,0,2752475.0,105.50495
968,288.0,109.0,154.0,144.0,15000.0,55092830.0,195043,15608,1.0,329.0,60000000.0,2011.0,348.0,6.1,27000,-4907170.0,91.82138333333333
969,358.0,128.0,79.0,414.0,13000.0,50815288.0,109188,14747,0.0,625.0,50000000.0,2005.0,903.0,7.0,0,815288.0,101.630576
970,204.0,144.0,0.0,681.0,769.0,52822418.0,47764,3580,0.0,219.0,50000000.0,2016.0,726.0,7.4,44000,2822418.0,105.64483600000001
971,156.0,95.0,34.0,679.0,17000.0,50150619.0,45580,19513,1.0,102.0,50000000.0,2014.0,995.0,7.3,18000,150619.0,100.301238
972,171.0,105.0,12.0,935.0,87000.0,48745150.0,50170,101383,1.0,306.0,50000000.0,2006.0,11000.0,5.8,773,-1254850.0,97.49029999999999
973,76.0,121.0,16000.0,826.0,16000.0,50007168.0,39529,19139,0.0,142.0,50000000.0,1997.0,1000.0,6.7,1000,7168.0,100.014336
974,97.0,125.0,0.0,957.0,10000.0,48154732.0,60326,15569,1.0,142.0,50000000.0,1997.0,2000.0,5.8,2000,-1845268.0,96.309464
975,157.0,129.0,21000.0,283.0,495.0,48265581.0,261069,1397,1.0,506.0,50000000.0,1997.0,294.0,7.8,25000,-1734419.0,96.53116200000001
976,267.0,132.0,50.0,368.0,992.0,46982632.0,172792,1933,0.0,1740.0,50000000.0,2006.0,495.0,6.6,0,-3017368.0,93.965264
977,118.0,118.0,41.0,585.0,18000.0,44737059.0,48322,24024,1.0,261.0,50000000.0,2000.0,4000.0,6.5,0,-5262941.0,89.474118
978,291.0,113.0,22.0,1000.0,3000.0,56724080.0,172112,8398,7.0,181.0,50000000.0,2012.0,1000.0,6.7,39000,6724080.0,113.44816
979,68.0,140.0,473.0,294.0,18000.0,44484065.0,107227,20152,2.0,279.0,50000000.0,1998.0,822.0,7.3,3000,-5515935.0,88.96813
980,228.0,89.0,77.0,159.0,490.0,47553512.0,54101,1367,0.0,210.0,50000000.0,2014.0,298.0,5.8,15000,-2446488.0,95.107024
981,36.0,104.0,644.0,174.0,437.0,42610000.0,60293,1093,1.0,114.0,55000000.0,1994.0,289.0,5.5,669,-12390000.0,77.47272727272727
982,105.0,106.0,287.0,767.0,16000.0,41482207.0,68428,19610,0.0,148.0,50000000.0,1990.0,823.0,6.3,0,-8517793.0,82.96441399999999
983,276.0,141.0,71.0,3000.0,21000.0,47105085.0,136973,30183,1.0,275.0,50000000.0,2014.0,3000.0,7.4,47000,-2894915.0,94.21017
984,93.0,124.0,75.0,258.0,294.0,41256277.0,46451,1289,2.0,156.0,50000000.0,1997.0,273.0,5.9,0,-8743723.0,82.51255400000001
985,191.0,98.0,38.0,706.0,14000.0,50740078.0,151580,16791,1.0,672.0,45000000.0,2004.0,919.0,6.2,0,5740078.0,112.7557288888889
986,143.0,108.0,17.0,186.0,14000.0,40203020.0,74315,15634,1.0,259.0,40000000.0,2004.0,1000.0,5.9,0,203020.0,100.50755
987,124.0,114.0,73.0,323.0,18000.0,40905277.0,45895,19739,3.0,157.0,50000000.0,2003.0,886.0,6.5,1000,-9094723.0,81.810554
988,47.0,101.0,0.0,158.0,854.0,38590500.0,17997,1860,1.0,140.0,50000000.0,1994.0,643.0,4.4,812,-11409500.0,77.181
989,66.0,93.0,0.0,717.0,12000.0,39177541.0,20310,14899,1.0,177.0,50000000.0,2005.0,722.0,3.5,0,-10822459.0,78.355082
990,118.0,119.0,0.0,39.0,29000.0,39778599.0,176169,29461,0.0,548.0,50000000.0,2000.0,414.0,6.6,0,-10221401.0,79.557198
991,93.0,119.0,0.0,434.0,627.0,37486138.0,30890,2052,1.0,106.0,50000000.0,2004.0,508.0,6.0,718,-12513862.0,74.97227600000001
992,235.0,99.0,160.0,72.0,330.0,38105077.0,58349,701,0.0,194.0,40000000.0,2009.0,119.0,6.4,0,-1894923.0,95.2626925
993,113.0,137.0,0.0,432.0,24000.0,35168395.0,26034,25469,0.0,226.0,50000000.0,1999.0,743.0,6.5,0,-14831605.0,70.33679000000001
995,51.0,117.0,31.0,210.0,2000.0,32800000.0,34896,3016,1.0,118.0,40000000.0,1996.0,472.0,4.3,877,-7200000.0,82.0
996,98.0,87.0,9.0,1000.0,15000.0,33643461.0,11257,20061,0.0,65.0,50000000.0,2010.0,2000.0,4.2,0,-16356539.0,67.286922
997,315.0,129.0,16000.0,447.0,13000.0,32741596.0,80140,14344,0.0,323.0,50000000.0,2010.0,563.0,6.5,16000,-17258404.0,65.483192
998,136.0,115.0,58.0,401.0,33000.0,31874869.0,43574,34606,0.0,302.0,50000000.0,2002.0,455.0,6.1,0,-18125131.0,63.749738
999,61.0,132.0,503.0,282.0,45000.0,30306268.0,62981,58528,0.0,84.0,50000000.0,1995.0,13000.0,6.3,0,-19693732.0,60.61253599999999
1000,209.0,131.0,73.0,163.0,879.0,27667947.0,86374,1344,0.0,392.0,50000000.0,2007.0,184.0,6.2,3000,-22332053.0,55.335893999999996
1001,99.0,95.0,0.0,323.0,13000.0,27067160.0,18404,14706,1.0,150.0,50000000.0,1999.0,559.0,5.9,0,-22932840.0,54.13432
1002,298.0,125.0,487.0,201.0,430.0,26616999.0,92461,1300,3.0,347.0,40000000.0,2013.0,329.0,5.9,43000,-13383001.0,66.5424975
1003,131.0,98.0,323.0,511.0,933.0,26536120.0,49926,3357,0.0,286.0,50000000.0,2003.0,631.0,6.5,0,-23463880.0,53.07224
1004,146.0,110.0,16000.0,581.0,16000.0,26199517.0,34356,18635,1.0,260.0,50000000.0,2002.0,1000.0,6.4,705,-23800483.0,52.399034
1005,245.0,118.0,670.0,294.0,6000.0,25450527.0,80196,7654,0.0,190.0,50000000.0,2009.0,450.0,6.5,0,-24549473.0,50.901054
1006,104.0,101.0,0.0,764.0,12000.0,25407250.0,54021,15935,0.0,227.0,50000000.0,1996.0,898.0,5.7,0,-24592750.0,50.814499999999995
1008,162.0,90.0,663.0,521.0,14000.0,23159305.0,128455,16358,1.0,514.0,70000000.0,1999.0,631.0,8.0,0,-46840695.0,33.08472142857143
1009,259.0,119.0,0.0,639.0,13000.0,24006726.0,139535,15757,8.0,632.0,50000000.0,2004.0,1000.0,7.3,0,-25993274.0,48.013452
1010,79.0,139.0,378.0,303.0,11000.0,20389967.0,3077,12786,1.0,47.0,50000000.0,2016.0,552.0,6.7,10000,-29610033.0,40.779934000000004
1011,141.0,130.0,317.0,256.0,18000.0,19593740.0,88270,32637,0.0,420.0,50000000.0,2003.0,14000.0,7.5,0,-30406260.0,39.18748
1012,59.0,100.0,65.0,730.0,1000.0,19118247.0,19829,6171,5.0,94.0,40000000.0,2005.0,923.0,5.4,779,-20881753.0,47.7956175
1013,236.0,114.0,174.0,655.0,14000.0,26442251.0,76010,16992,2.0,205.0,50000000.0,2015.0,988.0,6.6,15000,-23557749.0,52.884502
1014,356.0,96.0,0.0,509.0,10000.0,17114882.0,189249,17211,1.0,398.0,25000000.0,2007.0,6000.0,7.7,0,-7885118.0,68.459528
1015,120.0,110.0,134.0,795.0,23000.0,18472363.0,63599,25049,3.0,208.0,50000000.0,2005.0,1000.0,5.8,0,-31527637.0,36.944726
1016,111.0,158.0,0.0,15.0,51.0,14131298.0,55889,144,0.0,390.0,390000000.0,1999.0,40.0,6.4,0,-375868702.0,3.6234097435897437
1017,208.0,102.0,234.0,11000.0,20000.0,21557240.0,85237,45202,3.0,274.0,49900000.0,2011.0,11000.0,5.6,18000,-28342760.0,43.20088176352706
1018,174.0,84.0,260.0,692.0,6000.0,21283440.0,46239,8018,0.0,137.0,55000000.0,2011.0,694.0,6.0,0,-33716560.0,38.69716363636363
1019,59.0,115.0,333.0,317.0,972.0,10556196.0,16562,2606,2.0,73.0,50000000.0,1997.0,713.0,6.2,697,-39443804.0,21.112392
1020,22.0,99.0,32.0,479.0,1000.0,16671505.0,33186,2949,1.0,78.0,50000000.0,1994.0,619.0,5.9,0,-33328495.0,33.34301
1021,34.0,135.0,596.0,2000.0,10000.0,10400000.0,12037,15820,1.0,90.0,50000000.0,1995.0,3000.0,5.1,943,-39600000.0,20.8
1022,214.0,108.0,218.0,405.0,6000.0,9528092.0,38513,10191,2.0,127.0,22000000.0,2010.0,3000.0,6.8,9000,-12471908.0,43.309509090909096
1024,186.0,127.0,12000.0,897.0,984.0,10137232.0,58015,5702,0.0,374.0,50000000.0,2005.0,940.0,6.0,0,-39862768.0,20.274464000000002
1025,50.0,107.0,607.0,602.0,2000.0,9795017.0,9227,5461,0.0,70.0,50000000.0,1995.0,979.0,5.1,422,-40204983.0,19.590034
1026,180.0,95.0,83.0,1000.0,18000.0,20488579.0,113483,29926,1.0,245.0,50000000.0,2009.0,8000.0,5.8,0,-29511421.0,40.977158
1027,231.0,124.0,98.0,592.0,1000.0,19445217.0,67796,3580,7.0,258.0,60000000.0,2013.0,852.0,6.2,14000,-40554783.0,32.408695
1028,105.0,109.0,0.0,809.0,49000.0,8355815.0,34730,52885,2.0,341.0,55000000.0,2002.0,811.0,6.4,0,-46644185.0,15.192390909090909
1029,226.0,102.0,0.0,1000.0,14000.0,28837115.0,34964,24107,4.0,150.0,50000000.0,2016.0,8000.0,4.8,28000,-21162885.0,57.67423
1030,75.0,88.0,5.0,338.0,11000.0,6471394.0,15880,11972,5.0,93.0,50000000.0,2004.0,387.0,4.9,288,-43528606.0,12.942788
1031,82.0,87.0,0.0,591.0,2000.0,6291602.0,8070,3954,0.0,91.0,50000000.0,2000.0,602.0,5.6,255,-43708398.0,12.583204
1032,296.0,104.0,71.0,982.0,12000.0,10706786.0,81800,16481,1.0,211.0,50000000.0,2011.0,2000.0,5.5,15000,-39293214.0,21.413572
1033,103.0,96.0,43.0,77.0,841.0,8742261.0,19824,1385,2.0,179.0,18000000.0,2009.0,342.0,3.7,0,-9257739.0,48.56811666666667
1034,98.0,85.0,70.0,848.0,26000.0,43905746.0,77684,32831,1.0,294.0,49000000.0,2001.0,5000.0,5.9,0,-5094254.0,89.60356326530612
1036,48.0,104.0,212.0,380.0,879.0,21413502.0,14429,2795,5.0,113.0,40000000.0,1990.0,560.0,6.3,2000,-18586498.0,53.533755000000006
1038,223.0,190.0,0.0,215.0,599.0,124107476.0,170684,1418,0.0,867.0,48000000.0,2000.0,399.0,7.6,0,76107476.0,258.55724166666664
1039,149.0,127.0,14000.0,440.0,11000.0,197171806.0,515306,12884,5.0,477.0,48000000.0,1989.0,844.0,8.3,0,149171806.0,410.7745958333333
1041,371.0,120.0,662.0,502.0,20000.0,31569268.0,172965,23051,0.0,627.0,49000000.0,2015.0,2000.0,6.9,67000,-17430732.0,64.4270775510204
1042,75.0,118.0,176.0,308.0,18000.0,66488090.0,120202,29748,2.0,397.0,48000000.0,1999.0,11000.0,6.7,0,18488090.0,138.51685416666666
1043,233.0,112.0,21000.0,237.0,17000.0,95308367.0,206104,18141,0.0,850.0,48000000.0,2002.0,324.0,6.8,0,47308367.0,198.55909791666667
1045,150.0,114.0,737.0,393.0,2000.0,60652036.0,137854,3743,1.0,560.0,48000000.0,1999.0,490.0,7.1,3000,12652036.0,126.35840833333334
1046,172.0,137.0,79.0,194.0,27000.0,1206135.0,40568,27666,3.0,185.0,50000000.0,2015.0,254.0,6.4,18000,-48793865.0,2.41227
1047,103.0,112.0,109.0,261.0,779.0,56607223.0,93367,1823,8.0,497.0,48000000.0,2001.0,629.0,6.4,0,8607223.0,117.93171458333333
1048,140.0,120.0,34.0,1000.0,18000.0,50173190.0,148490,33615,1.0,537.0,48000000.0,2001.0,12000.0,7.4,0,2173190.0,104.52747916666667
1049,125.0,123.0,446.0,821.0,20000.0,47095453.0,64595,22209,1.0,316.0,48000000.0,2001.0,1000.0,6.4,0,-904547.0,98.11552708333333
1050,125.0,93.0,11000.0,484.0,3000.0,37879996.0,81888,5390,2.0,254.0,48000000.0,2000.0,575.0,6.0,0,-10120004.0,78.91665833333333
1051,36.0,123.0,0.0,886.0,12000.0,25900000.0,12771,18793,1.0,84.0,58000000.0,1984.0,5000.0,6.5,828,-32100000.0,44.6551724137931
1052,295.0,122.0,446.0,600.0,23000.0,53574088.0,237872,33548,1.0,560.0,55000000.0,2007.0,8000.0,7.8,0,-1425912.0,97.40743272727272
1053,222.0,115.0,118.0,482.0,14000.0,89253340.0,133436,16967,0.0,323.0,48000000.0,2014.0,794.0,6.0,38000,41253340.0,185.94445833333333
1054,158.0,123.0,0.0,23.0,3000.0,37339525.0,71708,3768,1.0,307.0,48000000.0,1998.0,745.0,7.0,0,-10660475.0,77.79067708333334
1055,72.0,96.0,0.0,302.0,2000.0,60154431.0,122347,3718,1.0,345.0,47000000.0,1996.0,1000.0,6.0,0,13154431.0,127.98815106382979
1057,72.0,105.0,631.0,327.0,678.0,103738726.0,47819,2096,1.0,164.0,100000000.0,1990.0,631.0,6.1,2000,3738726.0,103.738726
1058,152.0,113.0,323.0,835.0,1000.0,69304264.0,73068,4660,0.0,419.0,48000000.0,1999.0,977.0,6.8,0,21304264.0,144.38388333333333
1059,89.0,132.0,545.0,807.0,919.0,29781453.0,22447,4796,1.0,210.0,48000000.0,2001.0,811.0,6.4,0,-18218547.0,62.04469375
1062,93.0,75.0,0.0,677.0,4000.0,15519841.0,8693,6863,3.0,71.0,47000000.0,2006.0,769.0,4.5,261,-31480159.0,33.02093829787234
1063,46.0,108.0,350.0,77.0,8000.0,5600000.0,11913,8349,1.0,97.0,47000000.0,1996.0,115.0,5.8,616,-41400000.0,11.914893617021278
1064,84.0,105.0,29.0,692.0,8000.0,126805112.0,98199,12344,1.0,169.0,46000000.0,1997.0,1000.0,6.3,0,80805112.0,275.66328695652174
1065,142.0,102.0,148.0,135.0,8000.0,93607673.0,47573,9176,4.0,343.0,48000000.0,2001.0,973.0,5.7,881,45607673.0,195.01598541666667
1066,185.0,118.0,22000.0,319.0,14000.0,67263182.0,218771,15658,0.0,651.0,46000000.0,2002.0,509.0,7.2,0,21263182.0,146.22430869565218
1067,143.0,111.0,906.0,906.0,1000.0,92001027.0,97838,6315,2.0,286.0,45000000.0,1996.0,1000.0,7.6,3000,47001027.0,204.44672666666665
1068,178.0,81.0,39.0,364.0,13000.0,10539414.0,45729,14619,1.0,176.0,47000000.0,2010.0,541.0,4.7,0,-36460586.0,22.42428510638298
