,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,movie_facebook_likes,profit,profit_per
482,18.0,104.0,53.0,576.0,2000.0,5974653.0,2253,4221,0.0,111.0,22000000.0,2001.0,595.0,158,-16025347.0,27.157513636363635
483,231.0,145.0,719.0,104.0,2000.0,4398392.0,59507,2590,1.0,232.0,21000000.0,2006.0,380.0,0,-16601608.0,20.944723809523808
484,149.0,92.0,17.0,231.0,14000.0,2963012.0,48873,14617,1.0,105.0,22000000.0,2014.0,257.0,11000,-19036988.0,13.468236363636365
485,299.0,119.0,209.0,521.0,1000.0,49024969.0,133367,3284,0.0,363.0,25000000.0,2007.0,896.0,0,24024969.0,196.099876
486,43.0,136.0,16000.0,216.0,16000.0,46700000.0,19832,16805,1.0,98.0,21000000.0,1982.0,281.0,0,25700000.0,222.3809523809524
487,85.0,106.0,48.0,39.0,18000.0,40219708.0,22649,18630,3.0,131.0,21000000.0,2001.0,558.0,0,19219708.0,191.52241904761902
488,140.0,110.0,65.0,149.0,3000.0,24848292.0,80556,4089,1.0,184.0,20000000.0,2008.0,427.0,0,4848292.0,124.24146
489,111.0,112.0,52.0,347.0,15000.0,6830957.0,11983,16692,3.0,147.0,21000000.0,2002.0,1000.0,365,-14169043.0,32.52836666666667
490,11.0,114.0,19.0,842.0,1000.0,69700000.0,7748,3688,2.0,48.0,35000000.0,1982.0,883.0,0,34700000.0,199.14285714285717
491,171.0,135.0,14000.0,252.0,559.0,128300000.0,139288,1591,0.0,339.0,19400870.0,1977.0,481.0,0,108899130.0,661.3105494753587
492,185.0,138.0,438.0,173.0,12000.0,130727000.0,887467,13184,0.0,916.0,19000000.0,1991.0,826.0,40000,111727000.0,688.0368421052632
493,100.0,91.0,67.0,597.0,2000.0,94497271.0,17829,4729,1.0,99.0,20000000.0,2008.0,641.0,0,74497271.0,472.486355
494,204.0,108.0,0.0,487.0,2000.0,81257845.0,210680,4403,1.0,479.0,35000000.0,2003.0,931.0,0,46257845.0,232.16527142857143
495,106.0,117.0,99.0,165.0,596.0,67325559.0,58222,1293,0.0,331.0,20000000.0,2003.0,265.0,0,47325559.0,336.627795
496,40.0,121.0,0.0,721.0,2000.0,60072596.0,7664,6657,8.0,68.0,20000000.0,2010.0,907.0,0,40072596.0,300.36298
497,81.0,100.0,24.0,851.0,15000.0,55461307.0,4654,18786,9.0,46.0,20000000.0,2016.0,1000.0,18000,35461307.0,277.306535
498,85.0,72.0,0.0,384.0,3000.0,47887943.0,11634,4480,0.0,58.0,20000000.0,2003.0,455.0,227,27887943.0,239.43971499999998
499,61.0,111.0,132.0,455.0,1000.0,42652003.0,18915,2851,0.0,87.0,20000000.0,2015.0,465.0,33000,22652003.0,213.26001499999998
500,474.0,128.0,310.0,77.0,745.0,44988180.0,195333,1058,2.0,409.0,20000000.0,2015.0,168.0,80000,24988180.0,224.9409
501,131.0,137.0,70.0,464.0,4000.0,39143839.0,38658,5746,0.0,284.0,20000000.0,2006.0,884.0,930,19143839.0,195.719195
502,43.0,93.0,12.0,636.0,18000.0,38037513.0,49680,20188,2.0,117.0,20000000.0,1991.0,769.0,0,18037513.0,190.18756499999998
503,333.0,105.0,210.0,101.0,978.0,35596227.0,79461,1454,1.0,463.0,20000000.0,2010.0,191.0,10000,15596227.0,177.98113500000002
504,122.0,82.0,82.0,354.0,759.0,36658108.0,39095,2898,7.0,187.0,20000000.0,2010.0,401.0,16000,16658108.0,183.29054
505,156.0,103.0,189.0,949.0,2000.0,34290142.0,54242,4662,8.0,145.0,19800000.0,2014.0,1000.0,14000,14490142.0,173.18253535353537
506,233.0,98.0,406.0,406.0,860.0,32774834.0,136048,2609,5.0,700.0,30000000.0,2004.0,523.0,0,2774834.0,109.24944666666669
507,57.0,123.0,36.0,631.0,10000.0,32051917.0,42315,12338,0.0,140.0,20000000.0,1995.0,1000.0,0,12051917.0,160.25958500000002
508,324.0,128.0,835.0,755.0,11000.0,31838002.0,136673,13189,1.0,281.0,20000000.0,2008.0,896.0,10000,11838002.0,159.19001
509,156.0,91.0,17.0,78.0,534.0,30079316.0,75920,1083,0.0,474.0,35000000.0,2002.0,385.0,0,-4920684.0,85.94090285714287
510,69.0,115.0,39.0,254.0,13000.0,29753944.0,90677,14275,3.0,389.0,20000000.0,1998.0,481.0,0,9753944.0,148.76972
511,174.0,113.0,350.0,619.0,1000.0,27277055.0,143137,3141,0.0,602.0,20000000.0,2000.0,960.0,10000,7277055.0,136.385275
512,31.0,101.0,154.0,497.0,1000.0,53146000.0,9845,3174,1.0,77.0,20000000.0,1996.0,816.0,613,33146000.0,265.73
513,273.0,108.0,1000.0,1000.0,14000.0,34126138.0,666937,19364,1.0,1514.0,20000000.0,2004.0,4000.0,52000,14126138.0,170.63069
514,190.0,109.0,453.0,2000.0,18000.0,26415649.0,94892,33878,4.0,189.0,20000000.0,2008.0,11000.0,0,6415649.0,132.07824499999998
515,93.0,99.0,26.0,650.0,720.0,25584685.0,15877,3327,5.0,102.0,20000000.0,2007.0,669.0,590,5584685.0,127.923425
516,180.0,104.0,14.0,756.0,2000.0,31584722.0,101730,5707,1.0,131.0,20000000.0,2010.0,934.0,0,11584722.0,157.92361
517,112.0,75.0,19.0,806.0,1000.0,23078294.0,25870,3590,0.0,281.0,9000000.0,2006.0,934.0,0,14078294.0,256.4254888888889
518,84.0,90.0,0.0,518.0,681.0,25077977.0,10986,2486,0.0,84.0,20000000.0,2010.0,611.0,0,5077977.0,125.389885
519,103.0,89.0,0.0,470.0,87000.0,20916309.0,5332,88422,4.0,37.0,40000000.0,2009.0,570.0,431,-19083691.0,52.290772499999996
520,86.0,96.0,24.0,374.0,646.0,28876924.0,4303,1780,0.0,35.0,20000000.0,2016.0,441.0,0,8876924.0,144.38461999999998
521,290.0,108.0,13000.0,285.0,606.0,32000000.0,422432,1885,2.0,1040.0,806947.0,1960.0,332.0,18000,31193053.0,3965.564033325609
522,98.0,104.0,19.0,942.0,15000.0,23393765.0,31323,18760,0.0,76.0,20000000.0,2014.0,989.0,0,3393765.0,116.968825
523,13.0,98.0,15.0,281.0,691.0,8500000.0,2061,1761,0.0,34.0,20000000.0,1981.0,374.0,501,-11500000.0,42.5
524,154.0,124.0,57.0,905.0,11000.0,19661987.0,83786,17050,2.0,231.0,20000000.0,2007.0,3000.0,0,-338013.0,98.309935
525,110.0,108.0,480.0,579.0,970.0,17803796.0,26100,4374,1.0,97.0,20000000.0,2006.0,931.0,484,-2196204.0,89.01898
526,165.0,108.0,0.0,844.0,16000.0,25753840.0,219091,23296,2.0,592.0,19000000.0,1996.0,4000.0,12000,6753840.0,135.54652631578946
527,45.0,103.0,0.0,801.0,21000.0,17518220.0,9105,25263,1.0,76.0,20000000.0,1995.0,1000.0,0,-2481780.0,87.5911
528,43.0,88.0,0.0,939.0,3000.0,16988996.0,3875,8189,1.0,75.0,35000000.0,2002.0,968.0,422,-18011004.0,48.539988571428566
529,192.0,124.0,0.0,430.0,6000.0,16248701.0,189683,7567,0.0,559.0,20000000.0,2003.0,979.0,0,-3751299.0,81.243505
530,81.0,101.0,13.0,499.0,651.0,15408822.0,14147,2698,3.0,92.0,20000000.0,2003.0,555.0,401,-4591178.0,77.04411
531,27.0,225.0,126.0,202.0,940.0,8000000.0,6484,1934,6.0,100.0,20000000.0,1965.0,208.0,1000,-12000000.0,40.0
532,107.0,88.0,190.0,163.0,137000.0,15988876.0,26236,137712,6.0,110.0,27000000.0,2009.0,459.0,0,-11011124.0,59.21805925925926
533,151.0,117.0,20.0,783.0,11000.0,13987482.0,58957,15713,1.0,91.0,20000000.0,2011.0,904.0,0,-6012518.0,69.93741
534,76.0,99.0,272.0,62.0,1000.0,12181484.0,26390,1189,1.0,176.0,40000000.0,2004.0,87.0,713,-27818516.0,30.453709999999997
535,67.0,98.0,11000.0,967.0,1000.0,13383737.0,29385,4302,4.0,86.0,20000000.0,1994.0,979.0,979,-6616263.0,66.918685
536,149.0,101.0,176.0,83.0,3000.0,12987647.0,24019,3431,2.0,199.0,30000000.0,2002.0,268.0,983,-17012353.0,43.29215666666666
537,64.0,94.0,394.0,565.0,922.0,12398628.0,21542,2880,2.0,88.0,20000000.0,2002.0,855.0,977,-7601372.0,61.99314
538,113.0,108.0,212.0,347.0,969.0,12232937.0,22823,2799,1.0,113.0,22000000.0,2009.0,794.0,0,-9767063.0,55.60425909090909
539,5.0,93.0,18.0,181.0,400.0,11784000.0,6701,1151,0.0,26.0,20000000.0,1994.0,220.0,444,-8216000.0,58.92
540,137.0,103.0,350.0,99.0,5000.0,11034436.0,13505,5637,1.0,180.0,20000000.0,2005.0,378.0,0,-8965564.0,55.17218
541,104.0,96.0,11000.0,223.0,11000.0,10569071.0,35586,11867,2.0,131.0,20000000.0,1997.0,474.0,0,-9430929.0,52.84535500000001
542,175.0,101.0,53.0,580.0,14000.0,13650738.0,61360,16926,1.0,129.0,20000000.0,2015.0,1000.0,25000,-6349262.0,68.25369
543,69.0,101.0,11000.0,2.0,1000.0,9714482.0,30083,1614,0.0,140.0,20000000.0,1996.0,612.0,0,-10285518.0,48.57241
544,160.0,99.0,52.0,148.0,22000.0,8855646.0,49855,23409,1.0,117.0,21000000.0,2009.0,1000.0,10000,-12144354.0,42.16974285714286
545,72.0,83.0,10.0,69.0,688.0,8326035.0,21933,1019,2.0,76.0,33000000.0,2005.0,99.0,676,-24673965.0,25.23040909090909
546,76.0,108.0,54.0,463.0,786.0,8054280.0,6838,2730,3.0,117.0,20000000.0,2004.0,567.0,924,-11945720.0,40.2714
547,31.0,77.0,3.0,593.0,787.0,7382993.0,3851,2185,0.0,114.0,20000000.0,2006.0,690.0,346,-12617007.0,36.914965
548,45.0,83.0,119.0,633.0,885.0,7001720.0,8560,2907,2.0,205.0,12000000.0,2008.0,816.0,797,-4998280.0,58.34766666666666
549,129.0,100.0,17.0,86.0,669.0,6852144.0,15169,1267,0.0,213.0,22000000.0,2003.0,429.0,0,-15147856.0,31.14610909090909
550,103.0,154.0,608.0,149.0,1000.0,6201757.0,10037,1690,1.0,202.0,10000000.0,1999.0,452.0,608,-3798243.0,62.01756999999999
551,345.0,99.0,0.0,691.0,13000.0,5702083.0,80617,23755,3.0,190.0,15000000.0,2011.0,10000.0,36000,-9297917.0,38.01388666666667
552,116.0,116.0,150.0,956.0,18000.0,6002756.0,24997,21200,2.0,75.0,20000000.0,2012.0,1000.0,13000,-13997244.0,30.01378
553,79.0,111.0,650.0,181.0,690.0,5205343.0,11958,1573,3.0,39.0,20000000.0,2009.0,224.0,1000,-14794657.0,26.026715
554,350.0,125.0,78.0,745.0,1000.0,5749134.0,45799,3979,0.0,180.0,20000000.0,2014.0,969.0,0,-14250866.0,28.74567
555,231.0,135.0,162.0,228.0,23000.0,4001121.0,48346,36398,0.0,230.0,20000000.0,2007.0,13000.0,0,-15998879.0,20.005605000000006
556,182.0,114.0,0.0,446.0,975.0,3519627.0,41737,3014,4.0,105.0,20000000.0,2008.0,877.0,0,-16480373.0,17.598135
557,174.0,134.0,6000.0,745.0,893.0,2298191.0,221552,2710,0.0,570.0,2400000000.0,1997.0,851.0,11000,-2397701809.0,0.09575795833333334
558,26.0,124.0,42.0,161.0,801.0,2000000.0,2998,1462,0.0,74.0,20000000.0,1980.0,174.0,1000,-18000000.0,10.0
559,27.0,118.0,14.0,400.0,2000.0,2246000.0,2302,3384,4.0,20.0,20000000.0,2015.0,769.0,0,-17754000.0,11.23
560,146.0,107.0,110.0,722.0,23000.0,1190018.0,261317,25088,2.0,1137.0,20000000.0,2002.0,876.0,20000,-18809982.0,5.95009
561,93.0,115.0,115.0,977.0,9000.0,882710.0,16215,11433,2.0,138.0,24000000.0,2000.0,1000.0,401,-23117290.0,3.677958333333333
562,131.0,122.0,11000.0,188.0,11000.0,531009.0,7976,22319,0.0,61.0,10000000.0,2015.0,11000.0,0,-9468991.0,5.31009
563,21.0,101.0,25.0,407.0,18000.0,375474.0,2613,20354,0.0,46.0,20000000.0,2005.0,723.0,445,-19624526.0,1.87737
564,138.0,107.0,14.0,311.0,403.0,1183354.0,13026,1577,1.0,75.0,20000000.0,2010.0,368.0,0,-18816646.0,5.91677
565,92.0,110.0,278.0,181.0,3000.0,263365.0,6147,3785,2.0,36.0,20000000.0,2010.0,602.0,0,-19736635.0,1.316825
566,160.0,184.0,34.0,155.0,486.0,476270.0,29602,1601,2.0,110.0,20000000.0,2008.0,471.0,0,-19523730.0,2.3813500000000003
567,286.0,97.0,52.0,384.0,3000.0,100292856.0,160418,5547,0.0,296.0,20000000.0,2011.0,957.0,16000,80292856.0,501.46428
568,69.0,95.0,15.0,528.0,1000.0,51431160.0,62861,3092,2.0,232.0,20000000.0,2004.0,852.0,0,31431160.0,257.1558
569,149.0,91.0,17.0,670.0,1000.0,41867960.0,65512,3023,0.0,478.0,20000000.0,2001.0,795.0,0,21867960.0,209.3398
570,147.0,93.0,37.0,545.0,885.0,40846082.0,45317,2872,0.0,536.0,19000000.0,1999.0,828.0,0,21846082.0,214.9793789473684
571,181.0,101.0,8.0,110.0,544.0,27758465.0,77987,1292,2.0,120.0,19000000.0,2010.0,449.0,0,8758465.0,146.0971842105263
572,167.0,109.0,93.0,521.0,31000.0,1357042.0,53977,35561,1.0,125.0,15000000.0,2011.0,3000.0,14000,-13642958.0,9.046946666666667
573,308.0,101.0,42.0,219.0,991.0,39103378.0,93272,2609,0.0,251.0,20000000.0,2010.0,894.0,0,19103378.0,195.51689
574,29.0,132.0,79.0,1000.0,14000.0,8600000.0,17982,28094,2.0,95.0,25000000.0,1984.0,12000.0,1000,-16400000.0,34.4
575,102.0,129.0,51.0,630.0,948.0,8396942.0,72715,4324,1.0,103.0,19000000.0,2008.0,822.0,0,-10603058.0,44.194431578947366
576,136.0,97.0,31.0,562.0,2000.0,6923891.0,43867,5519,4.0,83.0,23000000.0,2011.0,2000.0,0,-16076109.0,30.10387391304348
577,31.0,116.0,500.0,530.0,12000.0,1292527.0,3536,14579,2.0,44.0,19000000.0,1996.0,1000.0,228,-17707473.0,6.802773684210527
578,241.0,81.0,0.0,836.0,12000.0,22245861.0,143251,25489,0.0,710.0,19000000.0,2002.0,11000.0,0,3245861.0,117.08347894736843
579,156.0,118.0,0.0,551.0,40000.0,10562387.0,213226,43105,0.0,648.0,18500000.0,1998.0,693.0,15000,-7937613.0,57.09398378378378
580,351.0,97.0,89.0,329.0,920.0,150056505.0,216581,2771,3.0,397.0,18000000.0,2014.0,798.0,21000,132056505.0,833.64725
581,99.0,130.0,545.0,697.0,15000.0,114968774.0,153468,28018,1.0,204.0,18000000.0,1988.0,11000.0,0,96968774.0,638.7154111111112
582,163.0,96.0,126.0,584.0,2000.0,95001351.0,131801,4380,1.0,548.0,18000000.0,2001.0,788.0,0,77001351.0,527.7852833333333
583,233.0,122.0,301.0,457.0,1000.0,75072454.0,96569,2759,0.0,522.0,20000000.0,2005.0,539.0,0,55072454.0,375.36227
584,169.0,110.0,179.0,734.0,12000.0,13998282.0,24854,15044,1.0,374.0,16000000.0,2014.0,1000.0,31000,-2001718.0,87.4892625
585,50.0,106.0,8.0,521.0,748.0,64955956.0,10104,3956,4.0,69.0,18000000.0,2004.0,656.0,265,46955956.0,360.86642222222224
586,129.0,68.0,116.0,481.0,8000.0,53868030.0,183425,10557,2.0,425.0,17000000.0,1997.0,503.0,0,36868030.0,316.8707647058823
587,103.0,99.0,42.0,557.0,975.0,52691009.0,18727,3567,2.0,45.0,21000000.0,2011.0,569.0,0,31691009.0,250.90956666666665
588,134.0,180.0,869.0,521.0,692.0,51600000.0,270790,3076,0.0,549.0,18000000.0,1984.0,670.0,16000,33600000.0,286.6666666666667
589,159.0,97.0,70.0,625.0,2000.0,86049418.0,245989,5032,4.0,554.0,17000000.0,2004.0,1000.0,0,69049418.0,506.1730470588235
590,187.0,131.0,500.0,555.0,1000.0,41300105.0,65201,3261,0.0,651.0,19800000.0,2001.0,559.0,0,21500105.0,208.5863888888889
591,588.0,119.0,0.0,529.0,15000.0,42335698.0,395087,21668,8.0,1101.0,18000000.0,2014.0,6000.0,114000,24335698.0,235.19832222222217
592,279.0,111.0,521.0,64.0,97.0,31471430.0,83374,313,0.0,828.0,15000000.0,2006.0,68.0,0,16471430.0,209.8095333333333
593,27.0,81.0,8.0,341.0,844.0,26906039.0,29621,2653,2.0,76.0,18000000.0,1996.0,456.0,588,8906039.0,149.47799444444445
594,110.0,106.0,80.0,723.0,2000.0,43853424.0,35514,5024,1.0,114.0,18000000.0,2011.0,795.0,15000,25853424.0,243.63013333333333
595,77.0,103.0,130.0,406.0,691.0,26400000.0,62009,2481,1.0,109.0,18000000.0,1984.0,476.0,2000,8400000.0,146.66666666666666
596,111.0,109.0,7.0,827.0,2000.0,22927390.0,25344,4947,0.0,77.0,18000000.0,2009.0,980.0,0,4927390.0,127.37438888888887
597,134.0,123.0,64.0,637.0,808.0,22452209.0,14062,5734,0.0,82.0,18000000.0,2009.0,720.0,0,4452209.0,124.73449444444445
598,128.0,94.0,11000.0,975.0,11000.0,17071230.0,31169,23283,0.0,192.0,18000000.0,2000.0,11000.0,812,-928770.0,94.84016666666668
599,97.0,107.0,24.0,85.0,10000.0,26284475.0,9051,10691,13.0,68.0,17000000.0,2015.0,566.0,0,9284475.0,154.61455882352942
600,99.0,125.0,34.0,1000.0,16000.0,15561627.0,39105,21622,0.0,359.0,18000000.0,2001.0,4000.0,0,-2438373.0,86.45348333333334
601,107.0,102.0,0.0,529.0,946.0,14793904.0,28209,4072,1.0,80.0,18000000.0,2009.0,800.0,0,-3206096.0,82.18835555555556
602,25.0,98.0,28.0,102.0,372.0,8000000.0,1400,927,0.0,41.0,18000000.0,1981.0,262.0,346,-10000000.0,44.444444444444436
603,146.0,90.0,31.0,179.0,210.0,10494494.0,19586,676,1.0,109.0,18000000.0,2013.0,193.0,4000,-7505506.0,58.302744444444436
604,107.0,94.0,0.0,197.0,712.0,15155772.0,8895,1673,2.0,48.0,18000000.0,2014.0,341.0,3000,-2844228.0,84.19873333333334
605,93.0,104.0,109.0,202.0,405.0,7739049.0,10680,847,2.0,112.0,18000000.0,2004.0,204.0,562,-10260951.0,42.99471666666667
606,60.0,108.0,25.0,94.0,1000.0,6000000.0,10832,1263,0.0,102.0,18000000.0,1981.0,115.0,0,-12000000.0,33.33333333333333
607,148.0,127.0,13000.0,940.0,40000.0,5887457.0,142416,56585,1.0,420.0,18000000.0,1994.0,13000.0,0,-12112543.0,32.70809444444445
608,160.0,126.0,44.0,9.0,627.0,5701643.0,37635,653,0.0,165.0,20000000.0,2007.0,12.0,0,-14298357.0,28.508215
609,40.0,99.0,379.0,251.0,456.0,5333658.0,2541,1356,2.0,54.0,20000000.0,1982.0,278.0,0,-14666342.0,26.668290000000002
610,263.0,112.0,337.0,201.0,4000.0,3707794.0,31359,5671,0.0,156.0,18000000.0,2016.0,820.0,0,-14292206.0,20.59885555555556
611,186.0,116.0,6.0,212.0,25000.0,4435083.0,27882,39463,2.0,119.0,18000000.0,2013.0,14000.0,18000,-13564917.0,24.63935
612,70.0,93.0,28.0,415.0,1000.0,3500000.0,10082,2319,2.0,100.0,2700000.0,1986.0,695.0,0,800000.0,129.62962962962962
613,10.0,121.0,0.0,353.0,854.0,229311.0,899,2705,2.0,42.0,11350000.0,1999.0,578.0,271,-11120689.0,2.0203612334801764
614,256.0,119.0,99.0,778.0,15000.0,121463226.0,422606,17584,2.0,555.0,20000000.0,2007.0,833.0,0,101463226.0,607.3161299999998
615,142.0,80.0,19.0,854.0,11000.0,51053787.0,45900,14385,1.0,247.0,17500000.0,2005.0,979.0,0,33553787.0,291.7359257142857
616,193.0,94.0,87.0,280.0,866.0,39687528.0,140780,2124,1.0,376.0,24000000.0,2007.0,794.0,0,15687528.0,165.3647
617,38.0,116.0,0.0,50.0,109.0,325491.0,4387,245,0.0,67.0,17500000.0,2002.0,67.0,204,-17174509.0,1.8599485714285715
618,250.0,154.0,0.0,604.0,2000.0,85200000.0,488537,4228,1.0,1076.0,18500000.0,1986.0,626.0,18000,66700000.0,460.54054054054046
619,140.0,99.0,13.0,681.0,45000.0,72219395.0,105585,50284,1.0,419.0,17000000.0,1997.0,4000.0,0,55219395.0,424.8199705882353
620,285.0,126.0,729.0,284.0,912.0,71502303.0,149966,2170,0.0,835.0,12000000.0,2004.0,306.0,0,59502303.0,595.852525
621,318.0,101.0,0.0,598.0,2000.0,47000000.0,157857,4400,0.0,1191.0,300000.0,1978.0,742.0,12000,46700000.0,15666.666666666664
622,56.0,123.0,92.0,849.0,1000.0,70492685.0,11600,5306,5.0,64.0,17000000.0,2013.0,886.0,7000,53492685.0,414.66285294117654
623,178.0,90.0,52.0,298.0,723.0,45670855.0,67978,1978,0.0,279.0,20000000.0,2010.0,346.0,12000,25670855.0,228.354275
624,63.0,82.0,12.0,281.0,8000.0,30324946.0,48458,9271,2.0,239.0,17000000.0,1998.0,357.0,0,13324946.0,178.38203529411766
625,265.0,108.0,192.0,580.0,1000.0,41777564.0,129719,4500,0.0,855.0,15000000.0,2006.0,1000.0,0,26777564.0,278.5170933333333
626,113.0,129.0,51.0,89.0,427.0,44469602.0,23480,952,0.0,83.0,17000000.0,2015.0,234.0,21000,27469602.0,261.585894117647
627,50.0,108.0,19.0,505.0,973.0,19693891.0,12993,3344,2.0,107.0,34000000.0,2001.0,954.0,476,-14306109.0,57.92320882352941
628,81.0,89.0,11.0,973.0,1000.0,12693621.0,10885,4060,0.0,271.0,17000000.0,2002.0,982.0,814,-4306379.0,74.66835882352943
629,44.0,73.0,11.0,142.0,1000.0,11634458.0,2045,2020,0.0,37.0,17000000.0,1999.0,436.0,339,-5365542.0,68.43798823529413
630,543.0,96.0,201.0,58.0,394.0,54239856.0,125016,673,0.0,789.0,17000000.0,2013.0,150.0,70000,37239856.0,319.05797647058824
631,153.0,107.0,80.0,841.0,2000.0,7156725.0,22639,5992,6.0,217.0,19000000.0,2006.0,2000.0,300,-11843275.0,37.66697368421053
632,157.0,122.0,47.0,834.0,23000.0,6855137.0,88590,27381,2.0,419.0,17000000.0,2006.0,979.0,0,-10144863.0,40.324335294117645
633,236.0,110.0,168.0,96.0,3000.0,39825798.0,295375,4210,3.0,645.0,16000000.0,2006.0,979.0,15000,23825798.0,248.9112375
634,106.0,98.0,541.0,71.0,214.0,1569918.0,16234,409,1.0,113.0,17000000.0,2003.0,96.0,0,-15430082.0,9.234811764705881
635,173.0,160.0,219.0,215.0,1000.0,273420.0,32671,2340,6.0,238.0,17000000.0,2006.0,876.0,0,-16726580.0,1.6083529411764703
636,31.0,102.0,6.0,165.0,3000.0,59847242.0,55895,5433,1.0,115.0,16500000.0,1991.0,2000.0,0,43347242.0,362.7105575757576
637,114.0,126.0,0.0,168.0,826.0,43848100.0,119150,1607,2.0,219.0,15000000.0,1987.0,508.0,0,28848100.0,292.3206666666667
638,150.0,120.0,11.0,281.0,11000.0,18663911.0,46204,12554,1.0,151.0,16500000.0,2007.0,838.0,0,2163911.0,113.11461212121212
639,158.0,126.0,26.0,385.0,638.0,13005485.0,56665,2282,0.0,469.0,15000000.0,2003.0,624.0,0,-1994515.0,86.70323333333332
640,84.0,113.0,137.0,481.0,879.0,127175354.0,288451,2985,2.0,438.0,16000000.0,1994.0,854.0,0,111175354.0,794.8459625
641,79.0,129.0,0.0,359.0,844.0,54000000.0,26310,2330,0.0,154.0,16000000.0,1982.0,617.0,0,38000000.0,337.5
642,67.0,106.0,48.0,35.0,23000.0,52885587.0,35312,23369,0.0,267.0,16000000.0,1999.0,255.0,0,36885587.0,330.5349187500001
643,178.0,89.0,687.0,389.0,10000.0,42638165.0,42182,12183,1.0,230.0,16000000.0,2009.0,787.0,0,26638165.0,266.48853125
644,196.0,83.0,473.0,597.0,20000.0,39511038.0,56269,26402,0.0,366.0,16000000.0,2006.0,4000.0,0,23511038.0,246.9439875
645,56.0,80.0,11.0,499.0,911.0,40363530.0,18254,3058,2.0,307.0,16000000.0,2002.0,521.0,1000,24363530.0,252.2720625
646,51.0,94.0,14.0,635.0,1000.0,33357476.0,7392,4194,0.0,53.0,35000000.0,2001.0,1000.0,393,-1642524.0,95.30707428571431
647,138.0,91.0,26.0,638.0,3000.0,37300107.0,29147,5349,1.0,115.0,16000000.0,2011.0,1000.0,0,21300107.0,233.12566875
648,40.0,110.0,23.0,51.0,633.0,30102717.0,28736,874,2.0,72.0,15000000.0,1991.0,67.0,0,15102717.0,200.68478
649,124.0,114.0,15.0,650.0,851.0,26896744.0,16582,3485,4.0,125.0,16500000.0,2008.0,680.0,0,10396744.0,163.01056969696967
650,67.0,94.0,7.0,95.0,3000.0,20627372.0,13661,3451,3.0,134.0,16000000.0,2000.0,240.0,487,4627372.0,128.921075
651,300.0,107.0,45.0,271.0,24000.0,16204793.0,92712,24805,1.0,294.0,16000000.0,2009.0,396.0,6000,204793.0,101.27995625
652,64.0,88.0,11000.0,233.0,854.0,14792779.0,24256,1653,0.0,91.0,16000000.0,1987.0,410.0,0,-1207221.0,92.45486875
653,46.0,101.0,6.0,258.0,812.0,14108518.0,8215,1882,1.0,95.0,16000000.0,2003.0,326.0,371,-1891482.0,88.1782375
654,68.0,125.0,438.0,372.0,18000.0,77324422.0,178731,33865,2.0,261.0,26000000.0,1993.0,15000.0,0,51324422.0,297.40162307692304
655,65.0,112.0,28.0,215.0,555.0,4734235.0,8217,1227,0.0,123.0,15000000.0,2000.0,403.0,573,-10265765.0,31.56156666666667
656,42.0,95.0,89.0,322.0,1000.0,4193025.0,30682,2518,0.0,194.0,15000000.0,1999.0,852.0,0,-10806975.0,27.9535
657,146.0,118.0,369.0,295.0,1000.0,2849142.0,24104,1889,1.0,88.0,16000000.0,2007.0,418.0,0,-13150858.0,17.8071375
658,230.0,120.0,115.0,310.0,10000.0,1984743.0,20616,11019,3.0,70.0,16000000.0,2013.0,316.0,0,-14015257.0,12.40464375
659,393.0,101.0,0.0,888.0,3000.0,2319187.0,92640,5056,0.0,212.0,20000000.0,2013.0,1000.0,23000,-17680813.0,11.595935
660,67.0,92.0,6.0,227.0,10000.0,23091.0,5664,11091,1.0,42.0,15000000.0,2008.0,304.0,921,-14976909.0,0.15394000000000002
661,54.0,92.0,143.0,613.0,1000.0,2964.0,7444,3086,2.0,42.0,16000000.0,2012.0,945.0,0,-15997036.0,0.018525
662,32.0,91.0,10.0,574.0,890.0,13571817.0,5312,3104,3.0,40.0,15600000.0,2002.0,578.0,939,-2028183.0,86.99882692307692
663,40.0,94.0,7.0,17.0,235.0,81525.0,29392,303,1.0,91.0,15300000.0,2001.0,46.0,0,-15218475.0,0.5328431372549021
664,94.0,105.0,102.0,383.0,901.0,234760500.0,126464,3464,1.0,175.0,14000000.0,1984.0,605.0,0,220760500.0,1676.8607142857145
665,21.0,102.0,12000.0,801.0,19000.0,167780960.0,36918,21499,4.0,42.0,11000000.0,1987.0,875.0,3000,156780960.0,1525.2814545454544
666,173.0,110.0,12000.0,555.0,10000.0,176781728.0,219171,13069,2.0,388.0,15000000.0,1986.0,1000.0,19000,161781728.0,1178.5448533333333
667,176.0,122.0,0.0,158.0,18000.0,130058047.0,822500,19078,0.0,2715.0,15000000.0,1999.0,828.0,22000,115058047.0,867.0536466666665
668,27.0,107.0,425.0,247.0,742.0,111936400.0,87538,2151,1.0,79.0,15000000.0,1988.0,384.0,0,96936400.0,746.2426666666668
669,70.0,154.0,14000.0,271.0,852.0,94175854.0,60988,2592,0.0,199.0,15000000.0,1985.0,581.0,6000,79175854.0,627.8390266666668
